LP,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
760,Premium,13,04-09-22,01-07-23,United States,40,Female,Smartphone,30
761,Basic,11,31-08-22,29-06-23,United States,48,Female,Smart TV,30
762,Premium,10,01-09-22,02-07-23,Canada,48,Male,Laptop,30
763,Standard,10,15-09-22,29-06-23,United Kingdom,35,Male,Laptop,30
764,Basic,15,18-09-22,03-07-23,Australia,28,Male,Smart TV,30
765,Standard,11,28-09-22,29-06-23,Germany,35,Female,Smart TV,30
766,Premium,13,30-09-22,01-07-23,France,43,Male,Smartphone,30
767,Basic,15,07-10-22,29-06-23,Brazil,39,Male,Laptop,30
768,Standard,10,08-10-22,02-07-23,Mexico,38,Female,Laptop,30
769,Premium,14,08-10-22,30-06-23,Spain,36,Female,Smart TV,30
770,Basic,11,03-10-22,01-07-23,Italy,42,Female,Laptop,30
771,Premium,14,04-10-22,28-06-23,Spain,27,Male,Tablet,30
772,Basic,12,02-10-22,01-07-23,Spain,48,Male,Laptop,30
773,Standard,13,01-10-22,30-06-23,United States,27,Female,Smart TV,30
774,Standard,15,03-10-22,02-07-23,Canada,49,Male,Smartphone,30
775,Basic,11,20-10-22,28-06-23,United States,29,Male,Tablet,30
776,Premium,11,21-10-22,01-07-23,United States,44,Male,Laptop,30
777,Basic,11,28-10-22,30-06-23,Canada,31,Male,Smartphone,30
778,Standard,13,03-11-22,01-07-23,United Kingdom,33,Male,Tablet,30
779,Premium,10,07-11-22,28-06-23,Australia,36,Female,Smart TV,30
780,Basic,15,12-11-22,30-06-23,Germany,43,Female,Laptop,30
781,Premium,14,13-11-22,29-06-23,France,30,Female,Smartphone,30
782,Basic,13,02-11-22,01-07-23,Brazil,44,Female,Laptop,30
783,Standard,13,01-11-22,29-06-23,Mexico,37,Female,Laptop,30
784,Standard,14,31-10-22,30-06-23,Spain,27,Male,Laptop,30
785,Basic,12,28-10-22,29-06-23,Italy,35,Female,Laptop,30
786,Premium,13,24-10-22,30-06-23,Spain,32,Male,Smart TV,30
787,Basic,12,03-10-22,29-06-23,Spain,49,Female,Laptop,30
788,Standard,12,13-09-22,30-06-23,United States,45,Female,Tablet,30
789,Premium,11,02-09-22,30-06-23,Canada,33,Female,Smartphone,30
790,Basic,14,30-08-22,30-06-23,United States,37,Female,Smartphone,30
791,Premium,15,25-08-22,30-06-23,United States,29,Male,Smartphone,30
792,Basic,12,11-08-22,30-06-23,Canada,45,Male,Smart TV,30
793,Standard,11,05-08-22,30-06-23,United Kingdom,42,Female,Smartphone,30
794,Standard,12,02-08-22,30-06-23,Australia,32,Female,Smart TV,30
795,Basic,11,03-08-22,01-07-23,Germany,47,Male,Smartphone,30
796,Premium,12,04-08-22,01-07-23,France,27,Male,Smart TV,30
797,Basic,10,05-08-22,30-06-23,Brazil,35,Male,Tablet,30
798,Standard,15,12-07-22,30-06-23,Mexico,35,Male,Laptop,30
799,Premium,10,02-07-22,30-06-23,Spain,48,Male,Tablet,30
800,Basic,12,26-06-22,30-06-23,Italy,36,Male,Smartphone,30
801,Premium,10,22-06-22,29-06-23,Spain,46,Male,Smartphone,30
802,Basic,13,22-06-22,30-06-23,Spain,33,Female,Smartphone,30
803,Standard,14,19-06-22,01-07-23,United States,43,Male,Smart TV,30
804,Standard,14,22-06-22,02-07-23,Canada,47,Female,Smartphone,30
805,Basic,15,27-06-22,28-06-23,United States,39,Female,Laptop,30
806,Premium,15,01-07-22,30-06-23,United States,30,Female,Laptop,30
807,Basic,11,28-06-22,30-06-23,Canada,46,Male,Tablet,30
808,Standard,13,25-06-22,01-07-23,United Kingdom,39,Male,Smart TV,30
809,Premium,10,22-06-22,28-06-23,Australia,28,Male,Smartphone,30
810,Basic,13,09-06-22,29-06-23,Germany,38,Male,Smartphone,30
811,Premium,13,10-06-22,30-06-23,France,36,Male,Laptop,30
812,Basic,15,11-06-22,01-07-23,Brazil,33,Male,Laptop,30
813,Standard,10,11-06-22,28-06-23,Mexico,50,Male,Smartphone,30
814,Standard,10,12-06-22,29-06-23,Spain,38,Male,Smartphone,30
815,Basic,15,13-06-22,30-06-23,Italy,29,Male,Smartphone,30
816,Premium,15,18-06-22,30-06-23,Spain,47,Female,Smart TV,30
817,Basic,15,29-06-22,30-06-23,Spain,31,Female,Tablet,30
818,Standard,13,30-06-22,28-06-23,United States,40,Male,Tablet,30
819,Premium,14,01-07-22,01-07-23,Canada,50,Male,Laptop,30
820,Basic,11,07-07-22,30-06-23,United States,43,Female,Tablet,30
821,Basic,12,13-07-22,29-06-23,United States,35,Female,Laptop,30
822,Basic,11,24-07-22,29-06-23,Canada,36,Male,Laptop,30
823,Standard,15,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone,30
824,Premium,13,31-07-22,30-06-23,Australia,47,Female,Smartphone,30
825,Basic,12,09-08-22,30-06-23,Germany,30,Female,Laptop,30
826,Basic,11,18-08-22,01-07-23,France,37,Male,Smart TV,30
827,Premium,15,20-08-22,30-06-23,Brazil,34,Male,Smartphone,30
828,Standard,15,30-08-22,30-06-23,Mexico,33,Female,Smart TV,30
829,Standard,10,01-09-22,29-06-23,Spain,31,Male,Tablet,30
830,Basic,13,02-09-22,03-07-23,Italy,30,Female,Smartphone,30
831,Premium,10,02-09-22,29-06-23,Spain,35,Male,Smartphone,30
832,Standard,14,15-09-22,02-07-23,Spain,40,Female,Tablet,30
833,Basic,13,17-09-22,29-06-23,United States,29,Male,Smartphone,30
834,Standard,14,26-09-22,03-07-23,Canada,34,Female,Smart TV,30
835,Premium,12,27-09-22,29-06-23,United States,31,Male,Laptop,30
836,Basic,15,04-10-22,01-07-23,United States,28,Male,Laptop,30
837,Premium,12,06-10-22,29-06-23,Canada,46,Female,Smart TV,30
838,Standard,11,07-10-22,02-07-23,United Kingdom,38,Male,Smartphone,30
839,Basic,13,06-10-22,30-06-23,Australia,35,Female,Laptop,30
840,Standard,15,07-10-22,03-07-23,Germany,49,Male,Smartphone,30
841,Premium,13,06-10-22,29-06-23,France,42,Male,Smartphone,30
842,Basic,14,06-10-22,02-07-23,Brazil,37,Female,Laptop,30
843,Standard,13,04-10-22,01-07-23,Mexico,39,Female,Smartphone,30
844,Premium,10,14-10-22,02-07-23,Spain,47,Female,Smart TV,30
845,Basic,12,19-10-22,29-06-23,Italy,49,Male,Smartphone,30
846,Premium,12,21-10-22,01-07-23,Spain,35,Male,Laptop,30
847,Basic,11,28-10-22,30-06-23,Spain,36,Female,Smart TV,30
848,Standard,11,01-11-22,02-07-23,United States,40,Male,Tablet,30
849,Standard,10,12-11-22,29-06-23,Canada,30,Female,Smart TV,30
850,Basic,13,13-11-22,30-06-23,United States,51,Female,Smart TV,30
851,Premium,15,09-11-22,30-06-23,United States,47,Male,Laptop,30
852,Basic,12,08-11-22,01-07-23,Canada,47,Female,Laptop,30
853,Standard,14,06-11-22,30-06-23,United Kingdom,39,Male,Tablet,30
854,Premium,10,07-11-22,30-06-23,Australia,49,Male,Smart TV,30
855,Basic,12,02-11-22,01-07-23,Germany,33,Male,Laptop,30
856,Premium,10,06-10-22,30-06-23,France,32,Female,Smart TV,30
857,Basic,15,16-09-22,30-06-23,Brazil,40,Male,Smartphone,30
858,Standard,14,10-09-22,30-06-23,Mexico,40,Female,Laptop,30
859,Standard,12,04-09-22,30-06-23,Spain,51,Female,Tablet,30
860,Basic,13,26-08-22,01-07-23,Italy,50,Male,Smart TV,30
861,Premium,14,14-08-22,01-07-23,Spain,50,Female,Smart TV,30
862,Basic,14,12-08-22,01-07-23,Spain,47,Male,Smartphone,30
863,Standard,12,10-08-22,30-06-23,United States,35,Male,Laptop,30
864,Premium,11,10-08-22,01-07-23,Canada,31,Male,Tablet,30
865,Basic,15,04-08-22,01-07-23,United States,36,Male,Smartphone,30
866,Premium,10,05-08-22,01-07-23,United States,41,Female,Smart TV,30
867,Basic,13,17-07-22,30-06-23,Canada,49,Female,Tablet,30
868,Standard,12,16-07-22,01-07-23,United Kingdom,34,Female,Tablet,30
869,Standard,15,13-07-22,01-07-23,Australia,30,Female,Tablet,30
870,Basic,13,03-07-22,02-07-23,Germany,38,Male,Laptop,30
871,Premium,11,24-06-22,29-06-23,France,45,Male,Tablet,30
872,Basic,14,21-06-22,01-07-23,Brazil,42,Female,Laptop,30
873,Standard,10,22-06-22,01-07-23,Mexico,42,Female,Smart TV,30
874,Premium,10,23-06-22,02-07-23,Spain,31,Male,Smart TV,30
875,Basic,14,26-06-22,29-06-23,Italy,28,Male,Smart TV,30
876,Premium,11,27-06-22,30-06-23,Spain,44,Male,Tablet,30
877,Basic,13,28-06-22,01-07-23,Spain,30,Male,Smart TV,30
878,Standard,13,28-06-22,02-07-23,United States,33,Male,Smartphone,30
879,Standard,12,18-06-22,29-06-23,Canada,42,Female,Tablet,30
880,Basic,11,11-06-22,30-06-23,United States,31,Male,Smart TV,30
881,Premium,11,11-06-22,01-07-23,United States,31,Female,Smartphone,30
882,Basic,13,12-06-22,01-07-23,Canada,46,Female,Smart TV,30
883,Standard,15,13-06-22,29-06-23,United Kingdom,28,Female,Tablet,30
884,Premium,11,13-06-22,29-06-23,Australia,50,Male,Tablet,30
885,Basic,11,18-06-22,02-07-23,Germany,34,Male,Tablet,30
886,Premium,15,23-06-22,30-06-23,France,45,Female,Smart TV,30
887,Basic,12,26-06-22,30-06-23,Brazil,38,Female,Laptop,30
888,Standard,13,29-06-22,29-06-23,Mexico,42,Female,Laptop,30
889,Standard,10,02-07-22,01-07-23,Spain,45,Female,Smartphone,30
890,Basic,10,06-07-22,30-06-23,Italy,44,Male,Smart TV,30
891,Premium,14,18-07-22,30-06-23,Spain,50,Female,Smart TV,30
892,Basic,15,29-07-22,30-06-23,Spain,38,Male,Tablet,30
893,Standard,13,30-07-22,01-07-23,United States,42,Female,Smart TV,30
894,Premium,13,03-08-22,01-07-23,Canada,50,Male,Smart TV,30
895,Basic,10,15-08-22,30-06-23,United States,30,Male,Smartphone,30
896,Basic,10,20-08-22,01-07-23,United States,47,Female,Smartphone,30
897,Basic,14,21-08-22,30-06-23,Canada,32,Female,Laptop,30
898,Standard,11,30-08-22,02-07-23,United Kingdom,31,Female,Tablet,30
899,Premium,15,01-09-22,29-06-23,Australia,37,Male,Laptop,30
900,Basic,14,02-09-22,03-07-23,Germany,32,Female,Smartphone,30
901,Basic,12,04-09-22,30-06-23,France,29,Male,Smartphone,30
902,Premium,12,10-09-22,02-07-23,Brazil,28,Male,Tablet,30
903,Standard,11,25-09-22,29-06-23,Mexico,42,Male,Laptop,30
904,Standard,12,27-09-22,03-07-23,Spain,37,Male,Tablet,30
905,Basic,13,01-10-22,30-06-23,Italy,38,Female,Laptop,30
906,Premium,13,06-10-22,02-07-23,Spain,32,Male,Smart TV,30
907,Standard,15,07-10-22,30-06-23,Spain,48,Male,Laptop,30
908,Basic,13,08-10-22,03-07-23,United States,46,Female,Smart TV,30
909,Standard,14,08-10-22,01-07-23,Canada,30,Male,Tablet,30
910,Premium,10,08-10-22,03-07-23,United States,40,Female,Smart TV,30
911,Basic,13,08-10-22,29-06-23,United States,29,Male,Smart TV,30
912,Premium,15,08-10-22,02-07-23,Canada,41,Male,Tablet,30
913,Standard,15,10-10-22,01-07-23,United Kingdom,32,Male,Laptop,30
914,Basic,12,19-10-22,02-07-23,Australia,44,Female,Smart TV,30
915,Standard,15,20-10-22,29-06-23,Germany,41,Male,Laptop,30
916,Premium,12,26-10-22,01-07-23,France,50,Female,Smartphone,30
917,Basic,14,29-10-22,30-06-23,Brazil,33,Female,Tablet,30
918,Standard,10,31-10-22,02-07-23,Mexico,34,Female,Smart TV,30
919,Premium,15,11-11-22,29-06-23,Spain,40,Male,Smartphone,30
920,Basic,14,09-11-22,01-07-23,Italy,34,Female,Tablet,30
921,Premium,14,09-11-22,01-07-23,Spain,27,Female,Smart TV,30
922,Basic,13,07-11-22,01-07-23,Spain,34,Male,Tablet,30
923,Standard,13,08-11-22,30-06-23,United States,28,Male,Tablet,30
924,Standard,14,05-11-22,01-07-23,Canada,37,Female,Smart TV,30
925,Basic,10,25-10-22,01-07-23,United States,27,Female,Laptop,30
926,Premium,13,23-10-22,02-07-23,United States,33,Female,Laptop,30
927,Basic,11,20-10-22,02-07-23,Canada,42,Male,Laptop,30
928,Standard,11,14-10-22,01-07-23,United Kingdom,49,Male,Smartphone,30
929,Premium,13,29-08-22,30-06-23,Australia,44,Male,Smart TV,30
930,Basic,10,18-08-22,01-07-23,Germany,47,Male,Laptop,30
931,Premium,13,13-08-22,02-07-23,France,33,Male,Laptop,30
932,Basic,11,11-08-22,02-07-23,Brazil,37,Male,Smart TV,30
933,Standard,10,11-08-22,01-07-23,Mexico,35,Male,Laptop,30
934,Standard,11,06-08-22,01-07-23,Spain,34,Female,Smartphone,30
935,Basic,10,07-08-22,02-07-23,Italy,44,Male,Smartphone,30
936,Premium,15,18-07-22,02-07-23,Spain,29,Male,Tablet,30
937,Basic,10,17-07-22,30-06-23,Spain,38,Male,Smartphone,30
938,Standard,14,15-07-22,02-07-23,United States,46,Male,Smart TV,30
939,Premium,10,14-07-22,02-07-23,Canada,29,Male,Tablet,30
940,Basic,12,26-06-22,03-07-23,United States,48,Female,Smart TV,30
941,Premium,10,26-06-22,29-06-23,United States,36,Male,Smart TV,30
942,Basic,12,22-06-22,01-07-23,Canada,43,Male,Laptop,30
943,Standard,15,23-06-22,01-07-23,United Kingdom,42,Female,Smart TV,30
944,Standard,10,24-06-22,02-07-23,Australia,50,Male,Tablet,30
945,Basic,13,26-06-22,29-06-23,Germany,39,Male,Laptop,30
946,Premium,14,28-06-22,01-07-23,France,43,Female,Laptop,30
947,Basic,10,29-06-22,02-07-23,Brazil,50,Female,Tablet,30
948,Standard,12,26-06-22,02-07-23,Mexico,51,Male,Laptop,30
949,Premium,14,26-06-22,30-06-23,Spain,40,Male,Tablet,30
950,Basic,10,20-06-22,30-06-23,Italy,31,Male,Tablet,30
951,Premium,12,18-06-22,03-07-23,Spain,39,Female,Smartphone,30
952,Basic,10,16-06-22,01-07-23,Spain,49,Female,Tablet,30
953,Standard,10,16-06-22,30-06-23,United States,34,Female,Laptop,30
954,Standard,13,17-06-22,30-06-23,Canada,38,Male,Smartphone,30
955,Basic,15,20-06-22,02-07-23,United States,36,Female,Laptop,30
956,Premium,10,24-06-22,01-07-23,United States,42,Female,Smart TV,30
957,Basic,14,27-06-22,01-07-23,Canada,50,Male,Tablet,30
958,Standard,10,02-07-22,01-07-23,United Kingdom,42,Female,Laptop,30
959,Premium,14,04-07-22,02-07-23,Australia,35,Female,Laptop,30
960,Basic,15,15-07-22,30-06-23,Germany,46,Female,Tablet,30
961,Premium,15,23-07-22,01-07-23,France,48,Male,Laptop,30
962,Basic,12,29-07-22,01-07-23,Brazil,43,Female,Laptop,30
963,Standard,13,01-08-22,01-07-23,Mexico,51,Female,Tablet,30
964,Standard,13,12-08-22,03-07-23,Spain,45,Male,Smart TV,30
965,Basic,10,14-08-22,30-06-23,Italy,46,Male,Laptop,30
966,Premium,12,16-08-22,04-07-23,Spain,42,Female,Laptop,30
967,Basic,10,26-08-22,30-06-23,Spain,42,Female,Smartphone,30
968,Standard,13,31-08-22,03-07-23,United States,50,Male,Tablet,30
969,Premium,12,02-09-22,30-06-23,Canada,28,Male,Smart TV,30
970,Basic,15,03-09-22,03-07-23,United States,44,Female,Tablet,30
971,Basic,10,05-09-22,01-07-23,United States,36,Male,Tablet,30
972,Basic,14,10-09-22,02-07-23,Canada,37,Female,Laptop,30
973,Standard,12,17-09-22,01-07-23,United Kingdom,36,Male,Smartphone,30
974,Premium,13,28-09-22,03-07-23,Australia,31,Male,Smartphone,30
975,Basic,12,02-10-22,30-06-23,Germany,36,Female,Smart TV,30
976,Basic,15,05-10-22,03-07-23,France,39,Female,Laptop,30
977,Premium,11,07-10-22,30-06-23,Brazil,45,Female,Laptop,30
978,Standard,13,08-10-22,03-07-23,Mexico,29,Male,Smart TV,30
979,Standard,15,08-10-22,01-07-23,Spain,45,Male,Smartphone,30
980,Basic,11,09-10-22,03-07-23,Italy,29,Male,Smart TV,30
981,Premium,10,09-10-22,30-06-23,Spain,28,Female,Smart TV,30
982,Standard,12,10-10-22,02-07-23,Spain,42,Female,Smart TV,30
983,Basic,11,14-10-22,01-07-23,United States,36,Female,Smartphone,30
984,Standard,15,16-10-22,03-07-23,Canada,39,Male,Smart TV,30
985,Premium,11,21-10-22,29-06-23,United States,36,Male,Smart TV,30
986,Basic,15,25-10-22,01-07-23,United States,49,Male,Laptop,30
987,Premium,11,30-10-22,01-07-23,Canada,32,Female,Tablet,30
988,Standard,12,31-10-22,02-07-23,United Kingdom,40,Female,Smartphone,30
989,Basic,12,08-11-22,01-07-23,Australia,34,Male,Smartphone,30
990,Standard,15,09-11-22,01-07-23,Germany,35,Male,Smartphone,30
991,Premium,11,07-11-22,01-07-23,France,44,Female,Smart TV,30
992,Basic,13,08-11-22,03-07-23,Brazil,47,Female,Smartphone,30
993,Standard,14,08-11-22,03-07-23,Mexico,33,Female,Laptop,30
994,Premium,11,31-10-22,02-07-23,Spain,45,Male,Tablet,30
995,Basic,14,28-10-22,01-07-23,Italy,42,Female,Tablet,30
996,Premium,15,25-10-22,02-07-23,Spain,46,Male,Tablet,30
997,Basic,14,18-10-22,02-07-23,Spain,51,Male,Tablet,30
998,Standard,15,25-09-22,02-07-23,United States,41,Female,Laptop,30
999,Standard,10,26-08-22,01-07-23,Canada,50,Female,Tablet,30
1000,Basic,10,20-08-22,02-07-23,United States,49,Female,Smartphone,30
1001,Premium,12,12-08-22,03-07-23,United States,34,Female,Laptop,30
1002,Basic,13,12-08-22,03-07-23,Canada,38,Female,Tablet,30
1003,Standard,13,11-08-22,01-07-23,United Kingdom,46,Male,Smart TV,30
1004,Premium,14,11-08-22,02-07-23,Australia,42,Male,Smart TV,30
1005,Basic,12,10-08-22,02-07-23,Germany,46,Male,Laptop,30
1006,Premium,10,31-07-22,03-07-23,France,51,Female,Smart TV,30
1007,Basic,12,17-07-22,30-06-23,Brazil,35,Male,Smart TV,30
1008,Standard,10,15-07-22,02-07-23,Mexico,34,Female,Smartphone,30
1009,Standard,14,05-07-22,02-07-23,Spain,31,Female,Laptop,30
1010,Basic,12,01-07-22,03-07-23,Italy,36,Female,Tablet,30
1011,Premium,15,01-07-22,30-06-23,Spain,28,Male,Smart TV,30
1012,Basic,15,26-06-22,01-07-23,Spain,29,Female,Smartphone,30
1013,Standard,12,27-06-22,02-07-23,United States,42,Female,Smart TV,30
1014,Premium,10,28-06-22,02-07-23,Canada,35,Female,Smartphone,30
1015,Basic,12,28-06-22,30-06-23,United States,32,Female,Laptop,30
1016,Premium,10,29-06-22,01-07-23,United States,43,Female,Tablet,30
1017,Basic,10,26-06-22,02-07-23,Canada,29,Male,Smartphone,30
1018,Standard,13,26-06-22,02-07-23,United Kingdom,35,Female,Tablet,30
1019,Standard,14,24-06-22,30-06-23,Australia,27,Female,Tablet,30
1020,Basic,13,21-06-22,01-07-23,Germany,38,Male,Tablet,30
1021,Premium,13,22-06-22,03-07-23,France,33,Male,Smart TV,30
1022,Basic,11,18-06-22,02-07-23,Brazil,48,Male,Laptop,30
1023,Standard,10,18-06-22,02-07-23,Mexico,51,Female,Laptop,30
1024,Premium,10,20-06-22,01-07-23,Spain,40,Female,Smartphone,30
1025,Basic,13,23-06-22,03-07-23,Italy,28,Male,Smartphone,30
1026,Premium,10,26-06-22,01-07-23,Spain,46,Female,Laptop,30
1027,Basic,12,02-07-22,01-07-23,Spain,28,Female,Tablet,30
1028,Standard,12,04-07-22,01-07-23,United States,47,Male,Tablet,30
1029,Standard,10,07-07-22,02-07-23,Canada,47,Male,Smartphone,30
1030,Basic,13,14-07-22,01-07-23,United States,50,Male,Smartphone,30
1031,Premium,13,20-07-22,01-07-23,United States,50,Female,Smart TV,30
1032,Basic,15,23-07-22,02-07-23,Canada,29,Male,Smartphone,30
1033,Standard,15,30-07-22,01-07-23,United Kingdom,38,Male,Tablet,30
1034,Premium,11,12-08-22,03-07-23,Australia,40,Female,Tablet,30
1035,Basic,14,14-08-22,01-07-23,Germany,43,Male,Smartphone,30
1036,Premium,14,22-08-22,04-07-23,France,27,Female,Smartphone,30
1037,Basic,10,29-08-22,30-06-23,Brazil,37,Female,Tablet,30
1038,Standard,12,02-09-22,03-07-23,Mexico,30,Male,Smartphone,30
1039,Standard,13,03-09-22,01-07-23,Spain,50,Male,Laptop,30
1040,Basic,11,04-09-22,04-07-23,Italy,51,Male,Smartphone,30
1041,Premium,13,06-09-22,01-07-23,Spain,37,Female,Laptop,30
1042,Basic,14,10-09-22,02-07-23,Spain,35,Female,Tablet,30
1043,Standard,12,20-09-22,01-07-23,United States,35,Male,Tablet,30
1044,Premium,11,26-09-22,03-07-23,Canada,46,Male,Tablet,30
1045,Basic,13,04-10-22,01-07-23,United States,27,Male,Tablet,30
1046,Basic,13,06-10-22,03-07-23,United States,27,Male,Laptop,30
1047,Basic,13,07-10-22,01-07-23,Canada,39,Female,Laptop,30
1048,Standard,15,08-10-22,03-07-23,United Kingdom,51,Male,Tablet,30
1049,Premium,14,09-10-22,01-07-23,Australia,41,Male,Smartphone,30
1050,Basic,15,10-10-22,03-07-23,Germany,30,Female,Smart TV,30
1051,Basic,11,10-10-22,30-06-23,France,46,Male,Laptop,30
1052,Premium,14,14-10-22,02-07-23,Brazil,31,Male,Tablet,30
1053,Standard,13,15-10-22,01-07-23,Mexico,49,Male,Smartphone,30
1054,Standard,12,17-10-22,03-07-23,Spain,39,Female,Tablet,30
1055,Basic,11,23-10-22,01-07-23,Italy,47,Male,Smartphone,30
1056,Premium,15,27-10-22,02-07-23,Spain,36,Female,Tablet,30
1057,Standard,14,29-10-22,02-07-23,Spain,42,Female,Tablet,30
1058,Basic,15,05-11-22,02-07-23,United States,28,Female,Smart TV,30
1059,Standard,15,07-11-22,02-07-23,Canada,43,Male,Tablet,30
1060,Premium,10,08-11-22,02-07-23,United States,50,Female,Laptop,30
1061,Basic,15,09-11-22,01-07-23,United States,30,Female,Tablet,30
1062,Premium,10,10-11-22,03-07-23,Canada,34,Female,Laptop,30
1063,Standard,13,02-11-22,03-07-23,United Kingdom,35,Female,Laptop,30
1064,Basic,11,31-10-22,02-07-23,Australia,29,Male,Tablet,30
1065,Standard,15,29-10-22,02-07-23,Germany,33,Male,Smart TV,30
1066,Premium,12,22-10-22,03-07-23,France,47,Male,Laptop,30
1067,Basic,14,20-10-22,02-07-23,Brazil,32,Female,Tablet,30
1068,Standard,15,21-10-22,04-07-23,Mexico,34,Female,Tablet,30
1069,Premium,13,10-10-22,02-07-23,Spain,46,Male,Smart TV,30
1070,Basic,15,06-09-22,03-07-23,Italy,31,Male,Tablet,30
1071,Premium,12,06-09-22,03-07-23,Spain,40,Female,Tablet,30
1072,Basic,11,13-08-22,03-07-23,Spain,38,Female,Tablet,30
1073,Standard,11,13-08-22,01-07-23,United States,31,Male,Smart TV,30
1074,Standard,12,13-08-22,02-07-23,Canada,46,Female,Smartphone,30
1075,Basic,11,06-08-22,03-07-23,United States,43,Male,Smart TV,30
1076,Premium,15,06-08-22,03-07-23,United States,38,Female,Laptop,30
1077,Basic,15,22-07-22,30-06-23,Canada,38,Female,Laptop,30
1078,Standard,14,17-07-22,02-07-23,United Kingdom,27,Male,Laptop,30
1079,Premium,12,09-07-22,02-07-23,Australia,49,Female,Tablet,30
1080,Basic,11,04-07-22,03-07-23,Germany,33,Male,Smartphone,30
1081,Premium,10,27-06-22,30-06-23,France,40,Female,Smartphone,30
1082,Basic,13,28-06-22,02-07-23,Brazil,27,Male,Tablet,30
1083,Standard,12,28-06-22,02-07-23,Mexico,28,Female,Laptop,30
1084,Standard,10,29-06-22,03-07-23,Spain,30,Male,Smartphone,30
1085,Basic,10,29-06-22,30-06-23,Italy,33,Female,Smartphone,30
1086,Premium,15,26-06-22,01-07-23,Spain,51,Female,Tablet,30
1087,Basic,11,26-06-22,03-07-23,Spain,51,Male,Tablet,30
1088,Standard,10,26-06-22,02-07-23,United States,50,Female,Smartphone,30
1089,Premium,14,24-06-22,30-06-23,Canada,46,Female,Tablet,30
1090,Basic,14,25-06-22,02-07-23,United States,31,Male,Smart TV,30
1091,Premium,12,20-06-22,03-07-23,United States,46,Female,Smartphone,30
1092,Basic,15,21-06-22,02-07-23,Canada,41,Male,Smart TV,30
1093,Standard,12,20-06-22,02-07-23,United Kingdom,36,Male,Smartphone,30
1094,Standard,10,22-06-22,02-07-23,Australia,45,Female,Tablet,30
1095,Basic,10,24-06-22,03-07-23,Germany,36,Male,Smartphone,30
1096,Premium,15,30-06-22,02-07-23,France,28,Male,Smartphone,30
1097,Basic,13,03-07-22,02-07-23,Brazil,45,Female,Smartphone,30
1098,Standard,10,04-07-22,02-07-23,Mexico,39,Female,Smartphone,30
1099,Premium,13,08-07-22,02-07-23,Spain,51,Female,Laptop,30
1100,Basic,10,19-07-22,01-07-23,Italy,37,Male,Laptop,30
1101,Premium,11,21-07-22,01-07-23,Spain,33,Female,Tablet,30
1102,Basic,15,27-07-22,03-07-23,Spain,32,Female,Smartphone,30
1103,Standard,14,02-08-22,01-07-23,United States,49,Female,Tablet,30
1104,Standard,10,09-08-22,03-07-23,Canada,37,Female,Smart TV,30
1105,Basic,15,21-08-22,01-07-23,United States,39,Male,Tablet,30
1106,Premium,14,29-08-22,04-07-23,United States,37,Male,Smart TV,30
1107,Basic,15,31-08-22,01-07-23,Canada,36,Female,Smart TV,30
1108,Standard,10,02-09-22,03-07-23,United Kingdom,34,Male,Laptop,30
1109,Premium,13,04-09-22,01-07-23,Australia,51,Female,Smartphone,30
1110,Basic,13,05-09-22,04-07-23,Germany,41,Female,Tablet,30
1111,Premium,13,10-09-22,01-07-23,France,51,Male,Smart TV,30
1112,Basic,15,13-09-22,03-07-23,Brazil,31,Female,Tablet,30
1113,Standard,13,20-09-22,01-07-23,Mexico,44,Male,Laptop,30
1114,Standard,15,01-10-22,03-07-23,Spain,50,Male,Smart TV,30
1115,Basic,14,03-10-22,01-07-23,Italy,33,Male,Laptop,30
1116,Premium,11,06-10-22,04-07-23,Spain,44,Female,Laptop,30
1117,Basic,15,08-10-22,01-07-23,Spain,42,Female,Tablet,30
1118,Standard,13,09-10-22,03-07-23,United States,35,Male,Smart TV,30
1119,Premium,12,10-10-22,02-07-23,Canada,48,Male,Smartphone,30
1120,Basic,13,10-10-22,04-07-23,United States,51,Female,Smartphone,30
1121,Basic,15,12-10-22,01-07-23,United States,44,Female,Smart TV,30
1122,Basic,11,14-10-22,02-07-23,Canada,37,Female,Smartphone,30
1123,Standard,15,15-10-22,02-07-23,United Kingdom,35,Female,Laptop,30
1124,Premium,11,17-10-22,03-07-23,Australia,32,Male,Laptop,30
1125,Basic,15,19-10-22,02-07-23,Germany,46,Female,Tablet,30
1126,Basic,14,25-10-22,02-07-23,France,39,Female,Laptop,30
1127,Premium,11,26-10-22,02-07-23,Brazil,33,Female,Tablet,30
1128,Standard,10,05-11-22,03-07-23,Mexico,42,Male,Tablet,30
1129,Standard,14,07-11-22,03-07-23,Spain,37,Female,Smartphone,30
1130,Basic,14,08-11-22,03-07-23,Italy,27,Female,Smart TV,30
1131,Premium,14,09-11-22,02-07-23,Spain,34,Female,Laptop,30
1132,Standard,13,06-11-22,03-07-23,Spain,51,Male,Laptop,30
1133,Basic,12,04-11-22,03-07-23,United States,42,Male,Laptop,30
1134,Standard,13,03-11-22,05-07-23,Canada,46,Female,Smart TV,30
1135,Premium,13,23-10-22,02-07-23,United States,36,Male,Laptop,30
1136,Basic,14,24-10-22,04-07-23,United States,46,Male,Smartphone,30
1137,Premium,13,23-10-22,04-07-23,Canada,51,Male,Smart TV,30
